bib_key,title,authors,year,entry_type,url
Cantor1874,Über eine Eigenschaft des Inbegriffes aller reellen algebraischen Zahlen,"Cantor, Georg",1874,article,/bibliography/cantor1874/
Maxwell1873,A Treatise on Electricity and Magnetism,James Clerk Maxwell,1873,book,/bibliography/maxwell1873/
Mendeleev1869,Über die Beziehungen der Eigenschaften zu den Atomgewichten der Elemente,Dmitri Mendeleev,1869,article,/bibliography/mendeleev1869/
marx1867,Das Kapital: Kritik der politischen Ökonomie,Karl Marx,1867,book,/bibliography/marx1867/
mendel1866,Experiments on Plant Hybridization (Versuche über Pflanzen-Hybriden),"Mendel, Gregor",1866,book,/bibliography/mendel1866/
Clausius1865,Über verschiedene für die Anwendung bequeme Formen der Hauptgleichungen der mechanischen Wärmetheorie,Rudolf Clausius,1865,article,/bibliography/clausius1865/
Kekule1865,Sur la constitution des substances aromatiques,August Kekulé,1865,article,/bibliography/kekule1865/
mill1863,Utilitarianism,John Stuart Mill,1863,book,/bibliography/mill1863/
pasteur1861,Mémoire sur les corpuscules organisés qui existent dans l'atmosphère,"Pasteur, Louis",1861,article,/bibliography/pasteur1861/
Riemann1859,Über die Anzahl der Primzahlen unter einer gegebenen Grösse,"Riemann, Bernhard",1859,incollection,/bibliography/riemann1859/
darwin1859,On the Origin of Species by Means of Natural Selection,"Darwin, Charles",1859,book,/bibliography/darwin1859/
Chebyshev1852,Memoire sur les nombres premiers,P. L. Chebyshev,1852,article,/bibliography/chebyshev1852/
Liouville1850,Sur l'équation aux dérivées partielles ...,"Liouville, Joseph",1850,article,/bibliography/liouville1850/
Cockle1849,"On Certain Functions Resembling Quaternions, and on a New Imaginary in Algebra",James Cockle,1849,article,/bibliography/cockle1849/
Hamilton1844,On Quaternions; or on a New System of Imaginaries in Algebra,William Rowan Hamilton,1844,article,/bibliography/hamilton1844/
hegel1835,Vorlesungen über die Ästhetik,G. W. F. Hegel,1835,book,/bibliography/hegel1835/
wohler1828,Über künstliche Bildung des Harnstoffs,"Wöhler, Friedrich",1828,article,/bibliography/wohler1828/
schopenhauer1818,Die Welt als Wille und Vorstellung,Arthur Schopenhauer,1818,book,/bibliography/schopenhauer1818/
kant1790,Kritik der Urteilskraft,Immanuel Kant,1790,book,/bibliography/kant1790/
kant1788,Kritik der praktischen Vernunft,Immanuel Kant,1788,book,/bibliography/kant1788/
Coulomb1785,Premier mémoire sur l'électricité et le magnétisme,Charles-Augustin de Coulomb,1785,article,/bibliography/coulomb1785/
kant1785,Grundlegung zur Metaphysik der Sitten,Immanuel Kant,1785,book,/bibliography/kant1785/
kant1781,Kritik der reinen Vernunft,Immanuel Kant,1781,book,/bibliography/kant1781/
burke1757,A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful,Edmund Burke,1757,book,/bibliography/burke1757/
baumgarten1750,Aesthetica,Alexander Gottlieb Baumgarten,1750,book,/bibliography/baumgarten1750/
hume1739,A Treatise of Human Nature,David Hume,1739,book,/bibliography/hume1739/
leibniz1714,Monadology,Gottfried Wilhelm Leibniz,1714,book,/bibliography/leibniz1714/
Bernoulli1694,Curvatura Laminae Elasticae,Jakob Bernoulli,1694,article,/bibliography/bernoulli1694/
locke1689,An Essay Concerning Human Understanding,John Locke,1689,book,/bibliography/locke1689/
Newton1687,Philosophiæ Naturalis Principia Mathematica,Isaac Newton,1687,book,/bibliography/newton1687/
spinoza1677,Ethica Ordine Geometrico Demonstrata,Baruch Spinoza,1677,book,/bibliography/spinoza1677/
descartes1641,Meditationes de Prima Philosophia,René Descartes,1641,book,/bibliography/descartes1641/
descartes1633,Treatise on Man (L'Homme),"Descartes, René",1633,book,/bibliography/descartes1633/
plato-theaetetus,Theaetetus,Plato,-369,book,/bibliography/plato-theaetetus/
aristotle-prior-analytics,Prior Analytics,Aristotle,-350,book,/bibliography/aristotle-prior-analytics/
aristotle-metaphysics,Metaphysics,Aristotle,-350,book,/bibliography/aristotle-metaphysics/
aristotle-categories,Categories,Aristotle,-350,book,/bibliography/aristotle-categories/
aristotle-ethics,Nicomachean Ethics,Aristotle,-340,book,/bibliography/aristotle-ethics/
